Series Name,Series Code,Country Name,Country Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,Africa Eastern and Southern,AFE,0.556009887701857,0.925929082700612,0.58595151014001,0.418521228821424,0.307786706544625,0.485007130866936,0.512488259644113,0.616148173654935,0.233854884720776,0.411018354788754,0.709934514856382,1.33748329825004,1.53741474549577,1.58606718340584,1.00482383528905,1.74876648153491,2.05302522742444,1.62476714802553,1.56532433794183,1.1219131141543,0.55927644721689,0.763489700222222,0.966148694481758,0.882755100869043,0.999557991425203,1.26301218696265,4.2155456176945
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,Africa Western and Central,AFW,0.260889466490733,0.330764896492228,0.297489808810391,0.278695582324216,0.210451233944797,0.259042639849951,0.279058202722055,0.279095570811604,0.123883287776946,0.157220619990536,0.279195013471293,0.415910535549068,0.547900062789043,0.569181983575515,0.610485495822836,0.769345154750279,1.05326410354014,0.93460511756826,0.671275731637831,0.513791240148566,0.389799214197729,0.530278879290654,0.658779701903024,0.582927666495916,0.470550556295888,0.583925818970798,1.72082649539829
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,Arab World,ARB,0.0251795991786898,0.0200461205673267,0.0160316893233238,0.0193518612818725,0.0118417110892169,0.0110057065197211,0.0125055018301396,0.0134437988475218,0.00576203555909607,0.0425816085334969,0.0729924685456938,0.0921784583564376,0.153121329335464,0.528848370797858,0.422575095476138,0.377662331853775,0.506266112433285,0.431107509291668,0.304396434370035,0.240746185947195,0.196804086113887,0.231372535930554,0.246702467613485,0.151188287383629,0.052134250721393,0.0709219659758466,0.183766584504927
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,Central Europe and the Baltics,CEB,0.148983133384278,0.0813711768176781,0.100483169847807,0.0240887887052631,0.0244120594552076,0.0455897058254983,0.0141146654123481,0.0180710858018759,0.0269337346175004,0.0932355056629159,0.100260600272754,0.276739169266454,0.214617653747685,0.0978474936725542,0.100458389397973,1.19141346064997,1.63371181108996,1.10903864087391,1.02506723329382,0.995758182476969,0.314488827662999,0.566643142249721,0.91465816781824,0.783138664951143,0.0864341813515897,0.0758075479447946,0.203084311586505
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,Caribbean small states,CSS,1.16885315907,1.35459727299718,0.953414587596739,0.701183311257921,0.552488007633495,0.574899055970729,0.510336851596566,0.377193936402316,0.384374412306353,0.651226100500374,0.830240447481376,0.939990558897995,1.05751593995705,0.822324284681705,0.941736935727358,1.66192559826087,2.20966216894139,2.19424267131349,1.4774658734762,0.832958184149626,0.48505885303738,1.35364378404144,1.41902643359895,0.40773635939989,0.161818989646639,0.220477988327613,1.00191511835111
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,East Asia & Pacific (excluding high income),EAP,0.359364300155402,0.259749193080924,0.244578904375801,0.425985572051652,0.337726927921091,0.221325509529304,0.184832364202322,0.189967861503596,0.210876992061133,0.327083888925858,0.721911639211844,1.13894802856822,2.00554244314734,1.98973296476389,0.959548305556759,1.81624053513828,2.08797220983964,0.750422649097653,0.606354382561797,0.364192166541124,0.209545685430488,0.199514006479841,0.255666281533215,0.226604288667557,0.283782795358605,0.193186928288583,0.624624533581064
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,Early-demographic dividend,EAR,0.290578675270166,0.272544129926017,0.211172541961032,0.193737100071017,0.163188956654049,0.185895093694264,0.159618563931348,0.193372137240708,0.18906866765624,0.305845872536235,0.508296528905634,0.804805220342133,1.10621978908293,1.01821062910267,0.700285658048941,1.08538236603551,1.24363705817648,0.84564372075559,0.758428592875069,0.515650901676118,0.324137328177395,0.417379818146803,0.511882121272797,0.513586309080249,0.459517990459924,0.549720012201561,1.46399469517794
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,East Asia & Pacific,EAS,0.105072067084967,0.0988200974670631,0.102554216543979,0.155721936620192,0.121422408303036,0.10321208995824,0.107018224425513,0.108553213418449,0.107187858336512,0.160631779519971,0.36223251194029,0.611829910312308,1.12844540011388,1.18259648531285,0.594560539559253,1.20528709347475,1.41409782922458,0.621987299562963,0.615639944632195,0.417168046621357,0.248178518425821,0.263953842111813,0.339761589163956,0.305051787282205,0.376940790022222,0.351274401180655,0.977164936646699
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,Europe & Central Asia (excluding high income),ECA,0.418222571052938,0.293564891651281,0.20166965548482,0.299296693925238,0.387658975952352,0.375798514360107,0.260453990267507,0.308926329917963,0.229983519311829,0.316224651040289,0.485773787830587,0.867997359058276,1.23743476019558,0.960533854023139,0.675036809955298,1.3008148398542,1.330961286757,0.993888044320998,0.82611546819484,0.67827325022607,0.589477123598291,0.786694940400558,0.829461008011544,0.849080821368681,0.744774246000155,1.02430903115043,2.31088353621469
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,Europe & Central Asia,ECS,0.0371721636295733,0.0239193872442272,0.0217948004654127,0.0227374922169786,0.0246040498862327,0.0298249935810065,0.0193518827648198,0.0227506413270717,0.0180394382405795,0.0326188165757264,0.0576627613439358,0.121390834296854,0.177624952968056,0.147656649414323,0.090855244256071,0.291403690371062,0.354648922468916,0.268092932285728,0.232281035883811,0.190919065114696,0.112080985526509,0.158157346349577,0.206286492754364,0.194883900812444,0.122830354023237,0.15344070058134,0.36903448733829
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,Euro area,EMU,0.00432076696116024,0.00214864873121814,0.00275953743729003,0.00116754693147511,0.00153881139004821,0.00223492030298569,0.000762277988004893,0.000955763258585485,0.000753038322839735,0.00308850702693156,0.00493103996518162,0.0152572933458131,0.0186419438433926,0.00818986437512522,0.00389407235939286,0.0116808078927755,0.0132328404368988,0.0139558534929438,0.00874710333910065,0.00647741827881454,0.0036624005548053,0.00397939579870126,0.00822994303069825,0.00792787100881255,0.0129772172579597,0.013530142133279,0.0164167525991102
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,European Union,EUU,0.0131095802554825,0.006518521347379,0.0102740258688357,0.00461980686223056,0.00433438403013985,0.0070860243246138,0.00358093622137346,0.00269617833423559,0.00270242122422103,0.0105276885981986,0.017046257200056,0.0432236629281412,0.0477847908325108,0.0289913423009185,0.0152195091370023,0.157252856844086,0.214991692996121,0.146781989004829,0.132638703459236,0.123749783396601,0.0428959140427855,0.0757394006372185,0.128460385060133,0.114715351925169,0.0261307064126343,0.0259850328777155,0.07337702049851
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,Fragile and conflict affected situations,FCS,0.359157346598759,0.278179102792704,0.14731160995565,0.150046543060552,0.0707753362329315,0.0967303345062911,0.07493139148731,0.120382766871646,0.123306993638924,0.165501991974893,0.368472747496817,0.516062416088016,0.723768477588118,0.740421158581593,0.347364390127535,0.712327088311469,1.06773393319506,0.642639409514991,0.558246736587705,0.395057039684908,0.274418591367873,0.419348392519704,0.613805484836534,0.618921362019044,0.423580364855391,0.569602530062083,2.86880550070892
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,High income,HIC,0.0623940471278032,0.0503235731796177,0.0492436016080933,0.0358522158438148,0.0340610806297862,0.0404630818148912,0.0329639319521012,0.0289160474909147,0.0323907339356524,0.0617200358195186,0.0905956334359531,0.17823971504297,0.223398696960375,0.210832616036728,0.121729776248625,0.303314346707002,0.373396330367617,0.257231424179695,0.247539833237994,0.196292403123221,0.102036014492383,0.119179294323576,0.168017285559584,0.155569482379053,0.123238407241415,0.157018851064424,0.474268994462915
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,Heavily indebted poor countries (HIPC),HPC,0.407926418490051,0.473573912737239,0.393653096531954,0.284097953729759,0.247644527401997,0.314819896611222,0.349693462248406,0.395684187664,0.272555009699611,0.435816689577849,0.713185291691533,1.5538811507632,1.5830710169094,1.44731014248937,1.29923984695872,2.07290979727817,2.89249953256932,2.4931403791091,1.99375985633507,1.55394975215894,0.929611490182266,1.08578837039769,1.45654761336395,1.45417650965122,1.00403494046362,1.38294131397145,5.12534520805607
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,IBRD only,IBD,0.37650269448554,0.312700393246723,0.268578337897502,0.296712215926496,0.287698261199869,0.273655541214157,0.228156605997853,0.242416424309033,0.240509350547809,0.407461820037741,0.71992961452971,1.15901755601633,1.65101851616503,1.60813028720396,0.865720573688015,1.6194591068844,1.82912837384373,0.997358140057654,0.8627071050414,0.588419158099489,0.347090963790678,0.403743078497145,0.504217487417702,0.462768192999371,0.407736919757265,0.437330456480091,1.28974245045982
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,IDA & IBRD total,IBT,0.372837509270914,0.309806465246055,0.262807850247947,0.28473653997725,0.27442042170857,0.264652359798558,0.221268604817472,0.237295372520991,0.23303656465641,0.394193600341246,0.68747481913089,1.11910187199879,1.5731765940574,1.53404498026642,0.848554936391925,1.57195660360558,1.80586370563765,1.01293285853445,0.870107075395856,0.598698946029568,0.359038410733213,0.421633383147939,0.529115033625731,0.489364654499537,0.420115209292032,0.4599368346102,1.35562866266768
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,IDA total,IDA,0.327336316915579,0.274877677814732,0.191920616544868,0.144913517275226,0.127891264913603,0.167336192220932,0.146074470730022,0.184843845336863,0.155808439274809,0.254943033077879,0.339358643347515,0.694236461376168,0.693015984529079,0.702757791231835,0.660989536974057,1.02553713073006,1.49448101485011,1.22367329844002,0.967059536524146,0.727832404250484,0.501525841181664,0.632691924632297,0.838892584254977,0.82875851300199,0.579233056158445,0.741150461773667,2.24819572086701
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,IDA blend,IDB,0.562903969989702,0.375007660683209,0.217807571425919,0.129493516250483,0.105558254482161,0.157512026076286,0.0792436941319661,0.137940004357858,0.146659030662903,0.269706397495145,0.259682628496308,0.49922150544463,0.482432020026323,0.515627112935566,0.53819652598144,0.878118422611236,1.055235767646,0.796632166366181,0.511889988685969,0.381110480137502,0.327425276604501,0.504161219318068,0.656337212805789,0.666426819838132,0.423929996269898,0.528960448643162,1.02626825482992
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,IDA only,IDX,0.173227844500686,0.211252671196446,0.176001490146397,0.153894861119708,0.141184442115134,0.173433876188717,0.186891847264323,0.214709963874638,0.161729963493549,0.244819049506936,0.396122340266111,0.846388203316035,0.853261721932904,0.839677305606903,0.7436527640018,1.12825162057628,1.87567941110198,1.63022044844794,1.3994993759658,1.06312229874269,0.659568894548085,0.737176347937449,0.971477983112076,0.957868403557405,0.698566249375717,0.895195807830717,3.14862887121744
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,Latin America & Caribbean (excluding high income),LAC,0.265574235273402,0.226487516694484,0.182920078999378,0.187401542317019,0.200942406416335,0.203167806668423,0.183151142861556,0.215910168874054,0.231416593756188,0.376593794718508,0.687684962134079,1.04518203625034,1.42418460542376,1.33768183370635,0.722117573229104,1.40804893746673,1.64317566334558,1.26426638604764,1.11109588150575,0.730534898807278,0.499658689645136,0.690134735865256,0.791104598342789,0.750048337396105,0.539995999475915,0.813438026847415,2.88684380729576
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,Latin America & Caribbean,LCN,0.458514215212492,0.375081504564989,0.322887329502567,0.242938111207464,0.285990893066175,0.328297179901918,0.267887360970977,0.290724958492718,0.37314288679114,0.713807146130293,1.01865623341947,1.70247154874969,1.99326488184458,1.69969147453669,0.945537292924096,1.68039317302338,1.93744001415649,1.46545412060736,1.27271682279562,0.87251242158134,0.60574660204188,0.738723528110131,0.929916821296218,0.940381985784505,0.576213377921482,0.982923308686834,3.60474440838679
