"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","BHS.LP.A","OBS_VALUE","Bahamas, The","Population, Persons for countries / Index for country groups","Annual","Millions","279000.0","284000.0","288000.0","293000.0","298000.0","304000.0","308000.0","313000.0","318000.0","323000.0","328000.0","332000.0","337000.0","342000.0","347000.0","351000.0","355000.0","359000.0","362000.0","366000.0","370000.0","373000.0","377000.0","381000.0","385000.0","389000.0","394000.0","399000.0","404000.0","408000.0","413000.0"
"IMF.RES:WEO(6.0.0)","BEN.LP.A","OBS_VALUE","Benin","Population, Persons for countries / Index for country groups","Annual","Millions","6047000.0","6204000.0","6387000.0","6584000.0","6789000.0","6998000.0","7212000.0","7432000.0","7659000.0","7895000.0","8149000.0","8403000.0","8648000.0","8906000.0","9173000.0","9446000.0","9726000.0","1.0014E7","1.0309E7","1.0615E7","1.0933E7","1.126E7","1.1597E7","1.1941E7","1.229E7","1.2643E7","1.2997E7","1.3353E7","1.3713E7","1.4099E7","1.4516E7"
"IMF.RES:WEO(6.0.0)","BLZ.LP.A","OBS_VALUE","Belize","Population, Persons for countries / Index for country groups","Annual","Millions","217000.0","222000.0","230000.0","239000.0","243000.0","250000.0","256000.0","263000.0","269000.0","276000.0","284000.0","291000.0","299000.0","307000.0","315000.0","322000.0","328000.0","334000.0","342000.0","349000.0","357000.0","364000.0","371000.0","379000.0","386000.0","393000.0","399000.0","397000.0","404000.0","411000.0","417000.0"
"IMF.RES:WEO(6.0.0)","BRB.LP.A","OBS_VALUE","Barbados","Population, Persons for countries / Index for country groups","Annual","Millions","265000.0","266000.0","267000.0","268000.0","269000.0","270000.0","271000.0","271000.0","272000.0","273000.0","274000.0","275000.0","276000.0","277000.0","278000.0","280000.0","281000.0","282000.0","283000.0","283000.0","284000.0","285000.0","286000.0","286000.0","287000.0","288000.0","289000.0","289000.0","290000.0","291000.0","292000.0"
"IMF.RES:WEO(6.0.0)","BGD.LP.A","OBS_VALUE","Bangladesh","Population, Persons for countries / Index for country groups","Annual","Millions","1.1517E8","1.1765E8","1.20161E8","1.22683E8","1.2519E8","1.27658E8","1.30089E8","1.32478E8","1.34792E8","1.36986E8","1.39036E8","1.40921E8","1.4266E8","1.44304E8","1.45925E8","1.47575E8","1.49274E8","1.51008E8","1.52765E8","1.5452E8","1.56256E8","1.57971E8","1.59671E8","1.61356E8","1.63046E8","1.64689E8","1.66657E8","1.6852E8","1.70279E8","1.72019E8","1.73736E8"
"IMF.RES:WEO(6.0.0)","BTN.LP.A","OBS_VALUE","Bhutan","Population, Persons for countries / Index for country groups","Annual","Millions","520000.0","524000.0","532000.0","546000.0","561000.0","576000.0","594000.0","611000.0","627000.0","642000.0","657000.0","668000.0","677000.0","686000.0","694000.0","702000.0","709000.0","717000.0","725000.0","733000.0","740000.0","747000.0","753000.0","759000.0","765000.0","770000.0","775000.0","780000.0","785000.0","790000.0","795000.0"
"IMF.RES:WEO(6.0.0)","BEL.LP.A","OBS_VALUE","Belgium","Population, Persons for countries / Index for country groups","Annual","Millions","1.0131E7","1.0143E7","1.017E7","1.0192E7","1.0214E7","1.0239E7","1.0263E7","1.031E7","1.0356E7","1.0396E7","1.0446E7","1.0511E7","1.0585E7","1.0667E7","1.0753E7","1.084E7","1.1001E7","1.1076E7","1.1138E7","1.1181E7","1.1237E7","1.1311E7","1.1352E7","1.1399E7","1.1456E7","1.1522E7","1.1555E7","1.1618E7","1.1743E7","1.1817E7","1.1855E7"
"IMF.RES:WEO(6.0.0)","BRA.LP.A","OBS_VALUE","Brazil","Population, Persons for countries / Index for country groups","Annual","Millions","1.58875E8","1.63538E8","1.66104E8","1.68693E8","1.71256E8","1.74696E8","1.77004E8","1.79228E8","1.81378E8","1.8347E8","1.85518E8","1.87535E8","1.89459E8","1.91335E8","1.93174E8","1.94749E8","1.96159E8","1.97671E8","1.99227E8","2.00811E8","2.02404E8","2.03872E8","2.05212E8","2.06529E8","2.079E8","2.09165E8","2.10104E8","2.10863E8","2.11695E8","2.12584E8","2.13362E8"
"IMF.RES:WEO(6.0.0)","BWA.LP.A","OBS_VALUE","Botswana","Population, Persons for countries / Index for country groups","Annual","Millions","1558000.0","1595000.0","1631000.0","1666000.0","1698000.0","1727000.0","1762000.0","1795000.0","1827000.0","1859000.0","1893000.0","1929000.0","1967000.0","2007000.0","2049000.0","2092000.0","2134000.0","2175000.0","2217000.0","2260000.0","2305000.0","2352000.0","2402000.0","2451000.0","2500000.0","2546000.0","2588000.0","2630000.0","2675000.0","2720000.0","2763000.0"
"IMF.RES:WEO(6.0.0)","BGR.LP.A","OBS_VALUE","Bulgaria","Population, Persons for countries / Index for country groups","Annual","Millions","8312000.0","8225000.0","8162000.0","8105000.0","8067000.0","8150000.0","7891000.0","7846000.0","7801000.0","7761000.0","7719000.0","7679000.0","7640000.0","7607000.0","7564000.0","7505000.0","7327000.0","7285000.0","7246000.0","7202000.0","7154000.0","7102000.0","7050000.0","7000000.0","6951000.0","6917000.0","6839000.0","6448000.0","6445000.0","6381000.0","6317000.0"
"IMF.RES:WEO(6.0.0)","BFA.LP.A","OBS_VALUE","Burkina Faso","Population, Persons for countries / Index for country groups","Annual","Millions","1.0353E7","1.0621E7","1.0897E7","1.1201E7","1.1534E7","1.1883E7","1.225E7","1.2632E7","1.3031E7","1.3446E7","1.3876E7","1.4316E7","1.4757E7","1.5198E7","1.565E7","1.6117E7","1.6603E7","1.7114E7","1.7636E7","1.817E7","1.8718E7","1.9275E7","1.9836E7","2.0393E7","2.0952E7","2.1523E7","2.2101E7","2.2674E7","2.3251E7","2.3844E7","2.4451E7"
"IMF.RES:WEO(6.0.0)","CMR.LP.A","OBS_VALUE","Cameroon","Population, Persons for countries / Index for country groups","Annual","Millions","1.3513E7","1.3892E7","1.428E7","1.468E7","1.5091E7","1.5514E7","1.5929E7","1.6358E7","1.6801E7","1.7259E7","1.7733E7","1.8224E7","1.873E7","1.9253E7","1.979E7","2.0341E7","2.0906E7","2.1485E7","2.2077E7","2.2682E7","2.3298E7","2.3927E7","2.4566E7","2.5216E7","2.5876E7","2.6546E7","2.7224E7","2.7912E7","2.8608E7","2.9315E7","3.0032E7"
"IMF.RES:WEO(6.0.0)","BDI.LP.A","OBS_VALUE","Burundi","Population, Persons for countries / Index for country groups","Annual","Millions","5980000.0","6090000.0","6190000.0","6300000.0","6489000.0","6684000.0","6884000.0","7091000.0","7260000.0","7478000.0","7512000.0","7737000.0","7969000.0","8232000.0","8504000.0","8776000.0","9048000.0","9329000.0","9618000.0","9907000.0","1.0204E7","1.053E7","1.0867E7","1.1193E7","1.1529E7","1.1875E7","1.2231E7","1.2598E7","1.2976E7","1.3365E7","1.3766E7"
"IMF.RES:WEO(6.0.0)","TCD.LP.A","OBS_VALUE","Chad","Population, Persons for countries / Index for country groups","Annual","Millions","7010000.0","7251000.0","7503000.0","7770000.0","8054000.0","8356000.0","8678000.0","9019000.0","9374000.0","9735000.0","1.0097E7","1.0457E7","1.0818E7","1.1184E7","1.156E7","1.1952E7","1.2361E7","1.2785E7","1.322E7","1.3664E7","1.4111E7","1.4562E7","1.5017E7","1.5478E7","1.5947E7","1.6426E7","1.6915E7","1.7414E7","1.7921E7","1.8437E7","1.8961E7"
"IMF.RES:WEO(6.0.0)","CAF.LP.A","OBS_VALUE","Central African Republic","Population, Persons for countries / Index for country groups","Annual","Millions","3348000.0","3436000.0","3532000.0","3629000.0","3729000.0","3833000.0","3919000.0","4006000.0","4103000.0","4193000.0","4289000.0","4378000.0","4463000.0","4559000.0","4529000.0","4493000.0","4565000.0","4611000.0","4642000.0","4623000.0","4629000.0","4714000.0","4794000.0","4879000.0","4945000.0","5027000.0","5112000.0","5098000.0","5152000.0","5331000.0","5513000.0"
"IMF.RES:WEO(6.0.0)","CPV.LP.A","OBS_VALUE","Cabo Verde","Population, Persons for countries / Index for country groups","Annual","Millions","370000.0","379000.0","388000.0","397000.0","405000.0","414000.0","422000.0","430000.0","438000.0","445000.0","451000.0","457000.0","463000.0","468000.0","473000.0","478000.0","481000.0","483000.0","486000.0","489000.0","491000.0","493000.0","496000.0","498000.0","500000.0","502000.0","504000.0","507000.0","509000.0","512000.0","514000.0"
"IMF.RES:WEO(6.0.0)","CHL.LP.A","OBS_VALUE","Chile","Population, Persons for countries / Index for country groups","Annual","Millions","1.4381E7","1.4585E7","1.4783E7","1.4975E7","1.5162E7","1.5343E7","1.552E7","1.5692E7","1.5857E7","1.6022E7","1.6183E7","1.6348E7","1.6518E7","1.6698E7","1.6881E7","1.7064E7","1.7254E7","1.7443E7","1.7612E7","1.7788E7","1.7971E7","1.8167E7","1.8419E7","1.8751E7","1.9107E7","1.9458E7","1.9678E7","1.9829E7","1.9961E7","2.0086E7","2.0207E7"
"IMF.RES:WEO(6.0.0)","COL.LP.A","OBS_VALUE","Colombia","Population, Persons for countries / Index for country groups","Annual","Millions","3.6426E7","3.7019E7","3.7505E7","3.8088E7","3.8573E7","3.9152E7","3.9656E7","4.0156E7","4.0661E7","4.1166E7","4.1672E7","4.217E7","4.2659E7","4.3134E7","4.3609E7","4.4086E7","4.4553E7","4.5002E7","4.5435E7","4.5866E7","4.6314E7","4.683E7","4.7419E7","4.8258E7","4.9396E7","5.0408E7","5.1117E7","5.1683E7","5.2216E7","5.2696E7","5.3111E7"
"IMF.RES:WEO(6.0.0)","CAN.LP.A","OBS_VALUE","Canada","Population, Persons for countries / Index for country groups","Annual","Millions","2.9263E7","2.957E7","2.9868E7","3.0124E7","3.0367E7","3.0647E7","3.0971E7","3.1308E7","3.1602E7","3.1899E7","3.2203E7","3.2529E7","3.2849E7","3.3199E7","3.3582E7","3.3959E7","3.4299E7","3.4664E7","3.5032E7","3.5389E7","3.5676E7","3.6053E7","3.6494E7","3.7009E7","3.7555E7","3.7998E7","3.8221E7","3.8866E7","3.9969E7","4.1144E7","4.155E7"
"IMF.RES:WEO(6.0.0)","COD.LP.A","OBS_VALUE","Congo, Democratic Republic of the","Population, Persons for countries / Index for country groups","Annual","Millions","4.1576E7","4.2757E7","4.4838E7","4.5734E7","4.6649E7","4.8049E7","4.9449E7","5.0971E7","5.2602E7","5.4315E7","5.609E7","5.7927E7","5.9835E7","6.1809E7","6.3845E7","6.5939E7","6.8087E7","7.0291E7","7.2553E7","7.4877E7","7.7267E7","7.9801E7","8.2417E7","8.512E7","8.7911E7","9.0794E7","9.3751E7","9.6801E7","9.9948E7","1.03197E8","1.06552E8"
"IMF.RES:WEO(6.0.0)","COG.LP.A","OBS_VALUE","Congo, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","2742000.0","2817000.0","2875000.0","2937000.0","3017000.0","3134000.0","3254000.0","3331000.0","3425000.0","3543000.0","3673000.0","3813000.0","3956000.0","4090000.0","4257000.0","4438000.0","4584000.0","4713000.0","4828000.0","4945000.0","5064000.0","5187000.0","5312000.0","5441000.0","5571000.0","5702000.0","5836000.0","5970000.0","6138000.0","6309000.0","6486000.0"
"IMF.RES:WEO(6.0.0)","COM.LP.A","OBS_VALUE","Comoros, Union of the","Population, Persons for countries / Index for country groups","Annual","Millions","484000.0","494000.0","505000.0","516000.0","526000.0","537000.0","548000.0","559000.0","570000.0","581000.0","593000.0","605000.0","617000.0","629000.0","642000.0","656000.0","670000.0","685000.0","699000.0","715000.0","730000.0","746000.0","762000.0","776000.0","791000.0","806000.0","822000.0","851000.0","870000.0","890000.0","910000.0"
"IMF.RES:WEO(6.0.0)","CYP.LP.A","OBS_VALUE","Cyprus","Population, Persons for countries / Index for country groups","Annual","Millions","645000.0","656000.0","666000.0","675000.0","683000.0","690000.0","698000.0","706000.0","714000.0","723000.0","733000.0","744000.0","758000.0","776000.0","797000.0","819000.0","840000.0","862000.0","866000.0","858000.0","847000.0","848000.0","855000.0","864000.0","876000.0","888000.0","896000.0","905000.0","926000.0","936000.0","942000.0"
"IMF.RES:WEO(6.0.0)","CIV.LP.A","OBS_VALUE","Côte d'Ivoire","Population, Persons for countries / Index for country groups","Annual","Millions","1.3929E7","1.4324E7","1.4836E7","1.5367E7","1.5806E7","1.6258E7","1.6723E7","1.7201E7","1.7693E7","1.8199E7","1.8719E7","1.9254E7","1.9805E7","2.0371E7","2.0954E7","2.1553E7","2.2169E7","2.2803E7","2.3455E7","2.4126E7","2.4816E7","2.5525E7","2.6255E7","2.7006E7","2.7778E7","2.8572E7","2.9389E7","3.0229E7","3.1094E7","3.1983E7","3.2897E7"
"IMF.RES:WEO(6.0.0)","CRI.LP.A","OBS_VALUE","Costa Rica","Population, Persons for countries / Index for country groups","Annual","Millions","3470000.0","3565000.0","3657000.0","3747000.0","3838000.0","3810000.0","3953000.0","4022000.0","4086000.0","4152000.0","4215000.0","4279000.0","4340000.0","4404000.0","4469000.0","4554000.0","4613000.0","4673000.0","4733000.0","4793000.0","4851000.0","4909000.0","4966000.0","5022000.0","5075000.0","5128000.0","5180000.0","5229000.0","5278000.0","5325000.0","5373000.0"
"IMF.RES:WEO(6.0.0)","DNK.LP.A","OBS_VALUE","Denmark","Population, Persons for countries / Index for country groups","Annual","Millions","5216000.0","5251000.0","5275000.0","5295000.0","5314000.0","5330000.0","5349000.0","5368000.0","5384000.0","5398000.0","5411000.0","5427000.0","5447000.0","5476000.0","5511000.0","5535000.0","5561000.0","5581000.0","5603000.0","5627000.0","5660000.0","5707000.0","5749000.0","5781000.0","5806000.0","5823000.0","5840000.0","5873000.0","5933000.0","5961000.0","6002000.0"
"IMF.RES:WEO(6.0.0)","DOM.LP.A","OBS_VALUE","Dominican Republic","Population, Persons for countries / Index for country groups","Annual","Millions","7771000.0","7897000.0","8023000.0","8152000.0","8276000.0","8398000.0","8513000.0","8628000.0","8745000.0","8858000.0","8968000.0","9071000.0","9174000.0","9280000.0","9380000.0","9479000.0","9580000.0","9681000.0","9785000.0","9883000.0","9980000.0","1.0075E7","1.0169E7","1.0266E7","1.0358E7","1.0448E7","1.0536E7","1.0622E7","1.0709E7","1.0797E7","1.0885E7"
"IMF.RES:WEO(6.0.0)","GNQ.LP.A","OBS_VALUE","Equatorial Guinea, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","505000.0","524000.0","545000.0","567000.0","590000.0","614000.0","640000.0","666000.0","695000.0","725000.0","757000.0","792000.0","829000.0","868000.0","909000.0","951000.0","994000.0","1039000.0","1084000.0","1129000.0","1175000.0","1221000.0","1268000.0","1314000.0","1360000.0","1406000.0","1452000.0","1498000.0","1544000.0","1590000.0","1637000.0"
"IMF.RES:WEO(6.0.0)","SLV.LP.A","OBS_VALUE","El Salvador","Population, Persons for countries / Index for country groups","Annual","Millions","5748000.0","5797000.0","5843000.0","5885000.0","5924000.0","5959000.0","5988000.0","6011000.0","6027000.0","6036000.0","6038000.0","6034000.0","6044000.0","6068000.0","6091000.0","6114000.0","6137000.0","6161000.0","6186000.0","6210000.0","6231000.0","6251000.0","6267000.0","6276000.0","6280000.0","6293000.0","6314000.0","6336000.0","6365000.0","6394000.0","6422000.0"
"IMF.RES:WEO(6.0.0)","ECU.LP.A","OBS_VALUE","Ecuador","Population, Persons for countries / Index for country groups","Annual","Millions","1.1551E7","1.1751E7","1.1938E7","1.2119E7","1.2297E7","1.2481E7","1.2681E7","1.2901E7","1.3132E7","1.3367E7","1.3604E7","1.3852E7","1.4107E7","1.4359E7","1.4616E7","1.4884E7","1.5161E7","1.5441E7","1.5718E7","1.5994E7","1.6269E7","1.6532E7","1.6793E7","1.7078E7","1.7357E7","1.7526E7","1.7614E7","1.7715E7","1.7835E7","1.7967E7","1.8104E7"
"IMF.RES:WEO(6.0.0)","EGY.LP.A","OBS_VALUE","Egypt, Arab Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","5.76E7","5.88E7","6.01E7","6.13E7","6.26E7","6.4E7","6.53E7","6.66E7","6.8E7","6.93E7","7.07E7","7.22E7","7.36E7","7.52E7","7.69E7","7.87E7","8.05E7","8.25E7","8.46E7","8.68E7","8.9E7","9.1E7","9.52E7","9.71E7","9.89E7","1.006E8","1.021E8","1.036E8","1.052E8","1.07304E8","1.0945E8"
"IMF.RES:WEO(6.0.0)","ETH.LP.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","5.2212E7","5.3789E7","5.5345E7","5.6891E7","5.8448E7","6.003E7","6.1591E7","6.3192E7","6.4835E7","6.6521E7","6.825E7","7.0025E7","7.2421E7","7.4879E7","7.6826E7","7.8824E7","8.07E7","8.27E7","8.48E7","8.7E7","8.91E7","9.12E7","9.34E7","9.55E7","9.76E7","9.97E7","1.019E8","1.04082E8","1.05707E8","1.08414E8","1.10148E8"
"IMF.RES:WEO(6.0.0)","SWZ.LP.A","OBS_VALUE","Eswatini, Kingdom of","Population, Persons for countries / Index for country groups","Annual","Millions","894000.0","912000.0","930000.0","939000.0","947000.0","956000.0","965000.0","974000.0","983000.0","992000.0","1001000.0","1010000.0","1018000.0","1026000.0","1033000.0","1041000.0","1048000.0","1056000.0","1063000.0","1071000.0","1078000.0","1086000.0","1093000.0","1104000.0","1115000.0","1127000.0","1139000.0","1151000.0","1163000.0","1176000.0","1189000.0"
"IMF.RES:WEO(6.0.0)","FRA.LP.A","OBS_VALUE","France","Population, Persons for countries / Index for country groups","Annual","Millions","5.9281E7","5.9487E7","5.9691E7","5.9899E7","6.0123E7","6.0508E7","6.0941E7","6.1385E7","6.1824E7","6.2251E7","6.2731E7","6.3186E7","6.3601E7","6.3962E7","6.4305E7","6.4613E7","6.4933E7","6.5241E7","6.5565E7","6.6131E7","6.6422E7","6.6603E7","6.6774E7","6.6992E7","6.7258E7","6.7442E7","6.7697E7","6.806E7","6.8246E7","6.8437E7","6.8628E7"
"IMF.RES:WEO(6.0.0)","FIN.LP.A","OBS_VALUE","Finland","Population, Persons for countries / Index for country groups","Annual","Millions","5099000.0","5117000.0","5132000.0","5147000.0","5160000.0","5171000.0","5181000.0","5195000.0","5206000.0","5220000.0","5237000.0","5256000.0","5277000.0","5300000.0","5326000.0","5351000.0","5375000.0","5401000.0","5427000.0","5451000.0","5472000.0","5487000.0","5503000.0","5513000.0","5518000.0","5525000.0","5534000.0","5548000.0","5564000.0","5604000.0","5612000.0"
"IMF.RES:WEO(6.0.0)","GMB.LP.A","OBS_VALUE","Gambia, The","Population, Persons for countries / Index for country groups","Annual","Millions","1115000.0","1148000.0","1201000.0","1238000.0","1277000.0","1318000.0","1360000.0","1404000.0","1450000.0","1497000.0","1544000.0","1591000.0","1640000.0","1689000.0","1740000.0","1793000.0","1848000.0","1905000.0","1964000.0","2024000.0","2086000.0","2149000.0","2214000.0","2280000.0","2349000.0","2419000.0","2492000.0","2567000.0","2644000.0","2724000.0","2805000.0"
"IMF.RES:WEO(6.0.0)","FJI.LP.A","OBS_VALUE","Fiji, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","768000.0","775000.0","782000.0","791000.0","797000.0","802000.0","805000.0","810000.0","816000.0","821000.0","827000.0","830000.0","837000.0","838000.0","843000.0","848000.0","852000.0","857000.0","860000.0","864000.0","868000.0","871000.0","885000.0","890000.0","896000.0","901000.0","906000.0","912000.0","917000.0","923000.0","928000.0"
"IMF.RES:WEO(6.0.0)","DEU.LP.A","OBS_VALUE","Germany","Population, Persons for countries / Index for country groups","Annual","Millions","8.1308E7","8.1466E7","8.151E7","8.1446E7","8.1422E7","8.1457E7","8.1518E7","8.1579E7","8.1549E7","8.1457E7","8.1337E7","8.1174E7","8.0993E7","8.0765E7","8.0483E7","8.0285E7","8.0276E7","8.0427E7","8.0646E7","8.0983E7","8.1687E7","8.2349E7","8.2657E7","8.2906E7","8.3093E7","8.3161E7","8.3196E7","8.3798E7","8.4514E7","8.4716E7","8.4863E7"
"IMF.RES:WEO(6.0.0)","GAB.LP.A","OBS_VALUE","Gabon","Population, Persons for countries / Index for country groups","Annual","Millions","1065000.0","1092000.0","1119000.0","1147000.0","1176000.0","1205000.0","1235000.0","1266000.0","1298000.0","1330000.0","1364000.0","1398000.0","1440000.0","1494000.0","1551000.0","1610000.0","1671000.0","1735000.0","1803000.0","1868000.0","1930000.0","1980000.0","2025000.0","2053000.0","2080000.0","2108000.0","2135000.0","2161000.0","2209000.0","2258000.0","2306000.0"
"IMF.RES:WEO(6.0.0)","GRD.LP.A","OBS_VALUE","Grenada","Population, Persons for countries / Index for country groups","Annual","Millions","100000.0","101000.0","102000.0","102000.0","102000.0","103000.0","103000.0","104000.0","105000.0","105000.0","104000.0","105000.0","105000.0","105000.0","105000.0","105000.0","107000.0","108000.0","109000.0","109000.0","110000.0","111000.0","111000.0","112000.0","113000.0","113000.0","114000.0","114000.0","115000.0","116000.0","116000.0"
"IMF.RES:WEO(6.0.0)","GTM.LP.A","OBS_VALUE","Guatemala","Population, Persons for countries / Index for country groups","Annual","Millions","1.0287E7","1.0537E7","1.0788E7","1.1046E7","1.1311E7","1.159E7","1.1872E7","1.2148E7","1.2415E7","1.2682E7","1.2948E7","1.3213E7","1.3477E7","1.3739E7","1.4E7","1.426E7","1.4522E7","1.4782E7","1.5044E7","1.5306E7","1.5567E7","1.5828E7","1.6087E7","1.6347E7","1.6604E7","1.6858E7","1.711E7","1.7358E7","1.7602E7","1.785E7","1.8091E7"
"IMF.RES:WEO(6.0.0)","GHA.LP.A","OBS_VALUE","Ghana","Population, Persons for countries / Index for country groups","Annual","Millions","1.7399E7","1.781E7","1.8239E7","1.8688E7","1.915E7","1.9637E7","2.0167E7","2.0729E7","2.1297E7","2.1868E7","2.2449E7","2.3041E7","2.3642E7","2.425E7","2.4863E7","2.5475E7","2.6095E7","2.6734E7","2.7386E7","2.8042E7","2.8696E7","2.9357E7","3.0008E7","3.0638E7","3.1259E7","3.1888E7","3.2519E7","3.3149E7","3.3788E7","3.4427E7","3.5064E7"
"IMF.RES:WEO(6.0.0)","GRC.LP.A","OBS_VALUE","Greece","Population, Persons for countries / Index for country groups","Annual","Millions","1.0536E7","1.0588E7","1.0629E7","1.0693E7","1.0748E7","1.0776E7","1.0836E7","1.0888E7","1.0916E7","1.094E7","1.097E7","1.1005E7","1.1036E7","1.1061E7","1.1095E7","1.1119E7","1.1123E7","1.1086E7","1.1004E7","1.0927E7","1.0858E7","1.0784E7","1.0768E7","1.0741E7","1.0725E7","1.0719E7","1.0679E7","1.046E7","1.0414E7","1.0401E7","1.038E7"
"IMF.RES:WEO(6.0.0)","GUY.LP.A","OBS_VALUE","Guyana","Population, Persons for countries / Index for country groups","Annual","Millions","727000.0","730000.0","734000.0","737000.0","740000.0","742000.0","743000.0","743000.0","743000.0","742000.0","742000.0","744000.0","746000.0","748000.0","751000.0","753000.0","756000.0","758000.0","761000.0","764000.0","767000.0","773000.0","778000.0","782000.0","785000.0","787000.0","789000.0","792000.0","794000.0","796000.0","799000.0"
"IMF.RES:WEO(6.0.0)","GNB.LP.A","OBS_VALUE","Guinea-Bissau","Population, Persons for countries / Index for country groups","Annual","Millions","1072000.0","1095000.0","1119000.0","1144000.0","1169000.0","1194000.0","1219000.0","1246000.0","1272000.0","1299000.0","1328000.0","1356000.0","1386000.0","1417000.0","1449000.0","1460000.0","1492000.0","1525000.0","1559000.0","1593000.0","1628000.0","1664000.0","1700000.0","1738000.0","1776000.0","1815000.0","1855000.0","1896000.0","1937000.0","1978000.0","2019000.0"
"IMF.RES:WEO(6.0.0)","HND.LP.A","OBS_VALUE","Honduras","Population, Persons for countries / Index for country groups","Annual","Millions","5709000.0","5875000.0","6046000.0","6220000.0","6397000.0","6575000.0","6752000.0","6929000.0","7106000.0","7283000.0","7459000.0","7634000.0","7809000.0","7981000.0","8151000.0","8317000.0","8481000.0","8641000.0","8799000.0","8956000.0","9113000.0","9273000.0","9436000.0","9602000.0","9770000.0","9942000.0","1.0117E7","1.0294E7","1.0475E7","1.0659E7","1.0846E7"
"IMF.RES:WEO(6.0.0)","HUN.LP.A","OBS_VALUE","Hungary","Population, Persons for countries / Index for country groups","Annual","Millions","1.0337E7","1.0321E7","1.0301E7","1.028E7","1.0253E7","1.0222E7","1.02E7","1.0175E7","1.0142E7","1.0117E7","1.0098E7","1.0077E7","1.0066E7","1.0045E7","1.0031E7","1.0014E7","9986000.0","9932000.0","9895000.0","9850000.0","9816000.0","9780000.0","9740000.0","9714000.0","9700000.0","9689000.0","9651000.0","9610000.0","9600000.0","9585000.0","9556000.0"
"IMF.RES:WEO(6.0.0)","HTI.LP.A","OBS_VALUE","Haiti","Population, Persons for countries / Index for country groups","Annual","Millions","7836000.0","7984000.0","8132000.0","8281000.0","8430000.0","8576000.0","8720000.0","8861000.0","9001000.0","9145000.0","9292000.0","9445000.0","9602000.0","9762000.0","9923000.0","1.0085E7","1.0248E7","1.0413E7","1.0579E7","1.0746E7","1.0912E7","1.1078E7","1.1245E7","1.1412E7","1.1578E7","1.1743E7","1.1906E7","1.2065E7","1.2227E7","1.2391E7","1.2557E7"
"IMF.RES:WEO(6.0.0)","ISL.LP.A","OBS_VALUE","Iceland","Population, Persons for countries / Index for country groups","Annual","Millions","267000.0","268000.0","270000.0","272000.0","276000.0","279000.0","283000.0","287000.0","288000.0","291000.0","294000.0","300000.0","308000.0","315000.0","319000.0","318000.0","312000.0","313000.0","316000.0","320000.0","323000.0","326000.0","333000.0","342000.0","349000.0","354000.0","358000.0","365000.0","375000.0","384000.0","391000.0"
"IMF.RES:WEO(6.0.0)","HKG.LP.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Population, Persons for countries / Index for country groups","Annual","Millions","6270000.0","6467000.0","6517000.0","6583000.0","6638000.0","6712000.0","6730000.0","6726000.0","6764000.0","6798000.0","6838000.0","6904000.0","6938000.0","6964000.0","6996000.0","7052000.0","7110000.0","7171000.0","7211000.0","7253000.0","7310000.0","7378000.0","7415000.0","7488000.0","7521000.0","7427000.0","7402000.0","7473000.0","7528000.0","7534000.0","7567000.0"
"IMF.RES:WEO(6.0.0)","ISR.LP.A","OBS_VALUE","Israel","Population, Persons for countries / Index for country groups","Annual","Millions","5542000.0","5682000.0","5824000.0","5967000.0","6117000.0","6286000.0","6436000.0","6567000.0","6687000.0","6806000.0","6927000.0","7052000.0","7176000.0","7307000.0","7482000.0","7621000.0","7763000.0","7907000.0","8056000.0","8212000.0","8377000.0","8543000.0","8710000.0","8879000.0","9051000.0","9214000.0","9367000.0","9551000.0","9845000.0","9972000.0","1.01E7"
"IMF.RES:WEO(6.0.0)","IRL.LP.A","OBS_VALUE","Ireland","Population, Persons for countries / Index for country groups","Annual","Millions","3628000.0","3653000.0","3691000.0","3730000.0","3773000.0","3828000.0","3888000.0","3956000.0","4021000.0","4100000.0","4200000.0","4321000.0","4445000.0","4516000.0","4547000.0","4568000.0","4585000.0","4605000.0","4631000.0","4667000.0","4714000.0","4781000.0","4848000.0","4920000.0","4996000.0","5054000.0","5124000.0","5243000.0","5331000.0","5422000.0","5498000.0"
"IMF.RES:WEO(6.0.0)","ITA.LP.A","OBS_VALUE","Italy","Population, Persons for countries / Index for country groups","Annual","Millions","5.6844E7","5.6844E7","5.6876E7","5.6904E7","5.6909E7","5.6924E7","5.6961E7","5.6993E7","5.7186E7","5.7612E7","5.8044E7","5.8289E7","5.8511E7","5.9002E7","5.9421E7","5.969E7","5.9948E7","6.0105E7","6.0277E7","6.0346E7","6.0295E7","6.0164E7","6.0067E7","5.9938E7","5.9817E7","5.9641E7","5.9236E7","5.903E7","5.8997E7","5.8971E7","5.8963E7"
